spend_id,campaign_id,spend_date,amount_usd,impressions,cpm,platform
SP-00986,CAMP-026,2025-09-28,524.78,57165,9.18,Meta
SP-00717,CAMP-011,2025-08-15,1210.7,123667,9.79,TikTok
SP-00721,CAMP-012,2025-08-26,903.32,64247,14.06,TikTok
SP-00304,CAMP-007,2025-09-24,1003.18,82026,12.23,Google Ads
SP-00715,CAMP-011,2025-07-24,666.13,53720,12.4,LinkedIn
SP-00206,CAMP-007,2025-07-22,1356.23,130156,10.42,Google Ads
SP-00417,CAMP-007,2025-08-31,700.04,82260,8.51,Google Ads
SP-00686,CAMP-009,2025-08-15,1235.14,77877,15.86,Meta
SP-01170,CAMP-037,2025-08-13,957.25,105192,9.1,YouTube
SP-00168,CAMP-007,2025-09-21,924.62,60432,15.3,Google Ads
SP-00006,CAMP-007,2025-08-12,513.6,42979,11.95,Google Ads
SP-00907,CAMP-021,2025-09-21,1161.85,105144,11.05,TikTok
SP-01144,CAMP-035,2025-08-10,1322.6,95082,13.91,Google Ads
SP-00890,CAMP-021,2025-09-09,1008.49,100849,10.0,TikTok
SP-01021,CAMP-029,2025-09-20,1001.8,134469,7.45,Meta
SP-00491,CAMP-002,2025-08-02,1077.48,83655,12.88,LinkedIn
SP-00780,CAMP-014,2025-08-23,758.32,66113,11.47,Google Ads
SP-00507,CAMP-002,2025-08-20,1226.54,99962,12.27,TikTok
SP-01062,CAMP-031,2025-08-17,1295.32,112051,11.56,TikTok
SP-00119,CAMP-007,2025-07-03,583.93,58334,10.01,Google Ads
SP-00359,CAMP-007,2025-08-17,1217.37,173414,7.02,Google Ads
SP-00162,CAMP-007,2025-09-26,713.51,114344,6.24,Google Ads
SP-00983,CAMP-025,2025-07-02,894.58,69725,12.83,Google Ads
SP-00978,CAMP-025,2025-07-16,849.53,119990,7.08,Google Ads
SP-00664,CAMP-008,2025-07-09,1191.57,121588,9.8,LinkedIn
SP-01048,CAMP-030,2025-09-30,1037.97,69802,14.87,Google Ads
SP-01110,CAMP-034,2025-08-31,829.85,129664,6.4,Google Ads
SP-01061,CAMP-031,2025-08-14,674.94,46870,14.4,YouTube
SP-00846,CAMP-018,2025-07-24,975.09,79794,12.22,Google Ads
SP-00836,CAMP-018,2025-09-19,1001.82,121580,8.24,Google Ads
SP-00466,CAMP-001,2025-08-15,650.84,56349,11.55,LinkedIn
SP-00511,CAMP-002,2025-08-15,1244.76,86924,14.32,TikTok
SP-00745,CAMP-013,2025-08-28,1080.12,103261,10.46,Google Ads
SP-00952,CAMP-024,2025-07-07,818.97,64894,12.62,Google Ads
SP-00451,CAMP-001,2025-07-06,1321.92,176256,7.5,LinkedIn
SP-01153,CAMP-036,2025-09-28,1030.59,140025,7.36,TikTok
SP-00659,CAMP-008,2025-07-01,1059.23,91391,11.59,TikTok
SP-00954,CAMP-024,2025-09-26,965.04,62951,15.33,Google Ads
SP-00920,CAMP-023,2025-07-06,1125.34,102583,10.97,LinkedIn
SP-00172,CAMP-007,2025-08-01,555.32,68558,8.1,Google Ads
SP-00963,CAMP-024,2025-08-21,836.17,91987,9.09,Google Ads
SP-00097,CAMP-007,2025-07-15,767.13,61468,12.48,Google Ads
SP-00268,CAMP-007,2025-08-06,824.81,76797,10.74,Google Ads
SP-00184,CAMP-007,2025-08-16,620.33,54177,11.45,Google Ads
SP-01016,CAMP-028,2025-08-20,1062.81,81441,13.05,TikTok
SP-01140,CAMP-035,2025-09-01,654.25,57491,11.38,Google Ads
SP-00769,CAMP-013,2025-09-29,1250.36,114292,10.94,Google Ads
SP-01189,CAMP-039,2025-09-14,317.8,33069,9.61,Google Ads
SP-01009,CAMP-028,2025-08-09,771.01,63509,12.14,Meta
SP-00390,CAMP-007,2025-09-04,929.03,97178,9.56,Google Ads
SP-00981,CAMP-025,2025-07-22,1283.37,107036,11.99,Meta
SP-00210,CAMP-007,2025-08-26,1517.27,157884,9.61,Google Ads
SP-00443,CAMP-001,2025-09-01,597.88,50667,11.8,Meta
SP-01186,CAMP-038,2025-08-01,635.64,70236,9.05,Meta
SP-01113,CAMP-034,2025-07-17,917.6,91668,10.01,Meta
SP-00125,CAMP-007,2025-08-28,767.91,52959,14.5,Google Ads
SP-00796,CAMP-015,2025-08-05,789.63,80739,9.78,TikTok
SP-00689,CAMP-009,2025-09-17,662.74,50629,13.09,Google Ads
SP-00979,CAMP-025,2025-07-18,886.89,97353,9.11,Google Ads
SP-00964,CAMP-024,2025-08-06,1141.18,120377,9.48,Google Ads
SP-00055,CAMP-007,2025-08-09,1328.52,155382,8.55,Google Ads
SP-00004,CAMP-007,2025-09-29,1221.82,124168,9.84,Google Ads
SP-00481,CAMP-001,2025-09-04,922.7,77020,11.98,Meta
SP-01191,CAMP-040,2025-09-17,1366.59,101004,13.53,TikTok
SP-00556,CAMP-004,2025-07-17,977.07,88262,11.07,Google Ads
SP-00376,CAMP-007,2025-08-21,993.2,83392,11.91,Google Ads
SP-00737,CAMP-013,2025-08-26,934.62,80156,11.66,Google Ads
SP-00557,CAMP-004,2025-07-23,1175.9,116656,10.08,Google Ads
SP-01124,CAMP-035,2025-08-26,1553.05,204348,7.6,Google Ads
SP-00275,CAMP-007,2025-09-11,708.48,53470,13.25,Google Ads
SP-00893,CAMP-021,2025-09-29,1049.03,84395,12.43,YouTube
