response_id,order_id,customer_id,response_date,satisfaction_score,complaint_category,free_text_comment
CSAT-00918,ORD-01621,CUST-00585,2025-06-18,6,None,The item broke within a week of use.
CSAT-00919,ORD-00688,CUST-00984,2025-07-27,2,Delivery Speed,The delivery driver left my heavy package in the rain.
CSAT-00920,ORD-01514,CUST-00238,2025-04-14,7,Packaging,"Great product, arrived on time!"
CSAT-00921,ORD-02169,CUST-00851,2025-07-03,5,Packaging,Packaging was minimal — item rattled around in the box.
CSAT-00922,ORD-02021,CUST-00619,2025-06-26,3,Delivery Speed,The item broke within a week of use.
CSAT-00923,ORD-00683,CUST-01623,2025-06-15,2,Delivery Speed,Not worth the price. Feels cheaply made.
CSAT-00924,ORD-01368,CUST-00509,2025-06-29,5,Product Quality,Product quality was not what I expected.
CSAT-00925,ORD-02040,CUST-00119,2025-05-06,3,Delivery Speed,I had to rearrange my schedule three times for this delivery.
CSAT-00926,ORD-01428,CUST-01791,2025-06-01,8,None,
CSAT-00927,ORD-01251,CUST-00682,2025-05-10,9,None,"Great product, arrived on time!"
CSAT-00928,ORD-00731,CUST-01736,2025-06-25,6,None,The item broke within a week of use.
CSAT-00929,ORD-00674,CUST-00723,2025-05-21,5,None,Took a few extra days but the product is okay.
CSAT-00930,ORD-00055,CUST-01578,2025-04-09,9,None,
CSAT-00931,ORD-02886,CUST-00120,2025-06-20,8,None,Smooth ordering process and fast delivery.
CSAT-00932,ORD-01945,CUST-01721,2025-04-19,4,Product Quality,The item broke within a week of use.
CSAT-00933,ORD-02387,CUST-01321,2025-07-20,4,Delivery Speed,Worst delivery experience I've ever had.
CSAT-00934,ORD-02713,CUST-01410,2025-06-01,5,Packaging,
CSAT-00935,ORD-02691,CUST-01381,2025-04-23,7,None,Fast shipping and good quality.
CSAT-00936,ORD-02342,CUST-00431,2025-06-04,8,None,
CSAT-00937,ORD-01019,CUST-00113,2025-06-07,1,Delivery Speed,My furniture arrived with visible damage from shipping.
CSAT-00938,ORD-01559,CUST-00735,2025-04-21,7,Packaging,Product exceeded my expectations.
CSAT-00939,ORD-02401,CUST-00366,2025-06-05,10,None,Fast shipping and good quality.
CSAT-00940,ORD-02318,CUST-00081,2025-06-27,6,None,Customer service was unhelpful when I called about my order.
CSAT-00941,ORD-00201,CUST-00509,2025-07-09,3,Packaging,The item broke within a week of use.
CSAT-00942,ORD-00482,CUST-01352,2025-06-07,3,Delivery Speed,No communication about the delay. Had to call three times.
CSAT-00943,ORD-00189,CUST-00248,2025-04-22,8,None,
CSAT-00944,ORD-02939,CUST-00869,2025-05-05,7,None,Happy customer. Will order again.
CSAT-00945,ORD-02359,CUST-00422,2025-05-21,9,Product Quality,Excellent value for the money.
CSAT-00946,ORD-01306,CUST-01575,2025-07-07,4,Customer Service,Customer service was unhelpful when I called about my order.
CSAT-00947,ORD-02140,CUST-01137,2025-05-07,9,None,Very happy with my purchase.
CSAT-00948,ORD-00847,CUST-00026,2025-05-05,3,Delivery Speed,I had to rearrange my schedule three times for this delivery.
CSAT-00949,ORD-01568,CUST-00274,2025-05-12,6,Product Quality,Expected better quality for the price.
CSAT-00950,ORD-01000,CUST-00781,2025-05-27,5,None,Wrong color sent. Had to return.
CSAT-00951,ORD-01451,CUST-01498,2025-06-21,4,Packaging,Customer service was unhelpful when I called about my order.
CSAT-00952,ORD-01225,CUST-00924,2025-05-21,9,None,
CSAT-00953,ORD-02979,CUST-00672,2025-05-06,8,None,Very happy with my purchase.
CSAT-00954,ORD-00507,CUST-00576,2025-04-15,8,None,
CSAT-00955,ORD-01934,CUST-01246,2025-07-07,9,None,
CSAT-00956,ORD-00479,CUST-00850,2025-06-14,6,Product Quality,The item broke within a week of use.
CSAT-00957,ORD-02343,CUST-00623,2025-07-05,7,None,Fast shipping and good quality.
CSAT-00958,ORD-00015,CUST-00437,2025-05-02,6,None,Product quality was not what I expected.
CSAT-00959,ORD-00739,CUST-00087,2025-05-24,6,Delivery Speed,Product quality was not what I expected.
CSAT-00960,ORD-00987,CUST-01654,2025-05-09,8,None,
CSAT-00961,ORD-02530,CUST-01614,2025-05-26,8,None,
CSAT-00962,ORD-00195,CUST-01195,2025-06-02,8,None,
CSAT-00963,ORD-01838,CUST-01044,2025-04-13,8,None,Fast shipping and good quality.
CSAT-00964,ORD-02853,CUST-00956,2025-06-19,7,None,Smooth ordering process and fast delivery.
CSAT-00965,ORD-00060,CUST-00974,2025-05-05,9,None,Exactly what I needed. Would buy again.
CSAT-00966,ORD-02687,CUST-01485,2025-05-29,7,None,
CSAT-00967,ORD-00783,CUST-00543,2025-04-20,7,None,Very happy with my purchase.
CSAT-00968,ORD-02171,CUST-01733,2025-06-14,2,Delivery Speed,Delivery was so late I almost forgot I ordered it.
CSAT-00969,ORD-01036,CUST-01168,2025-05-14,8,None,
CSAT-00970,ORD-02630,CUST-00841,2025-06-20,7,None,Smooth ordering process and fast delivery.
CSAT-00971,ORD-01246,CUST-01297,2025-04-24,8,None,Fast shipping and good quality.
CSAT-00972,ORD-00129,CUST-01138,2025-05-28,8,None,Fast shipping and good quality.
CSAT-00973,ORD-02820,CUST-01732,2025-06-08,5,Packaging,Took a few extra days but the product is okay.
CSAT-00974,ORD-02373,CUST-00315,2025-06-03,8,None,
CSAT-00975,ORD-01816,CUST-01761,2025-05-23,8,None,Love it! Shipping was quick.
CSAT-00976,ORD-01883,CUST-00639,2025-04-18,10,None,
CSAT-00977,ORD-01836,CUST-01112,2025-04-17,6,None,Customer service was unhelpful when I called about my order.
CSAT-00978,ORD-02999,CUST-01560,2025-05-16,8,None,Smooth ordering process and fast delivery.
CSAT-00979,ORD-02735,CUST-01468,2025-05-15,4,Packaging,Packaging was minimal — item rattled around in the box.
CSAT-00980,ORD-00700,CUST-01255,2025-06-18,7,Packaging,Exactly what I needed. Would buy again.
CSAT-00981,ORD-02855,CUST-01102,2025-05-09,9,None,"Great product, arrived on time!"
CSAT-00982,ORD-00028,CUST-00539,2025-05-06,8,None,Smooth ordering process and fast delivery.
CSAT-00983,ORD-00600,CUST-00500,2025-05-08,5,Customer Service,The item broke within a week of use.
CSAT-00984,ORD-00653,CUST-01186,2025-06-03,6,Delivery Speed,
CSAT-00985,ORD-02919,CUST-01139,2025-06-12,4,Product Quality,Product quality was not what I expected.
CSAT-00986,ORD-02261,CUST-01735,2025-04-29,9,None,Exactly what I needed. Would buy again.
CSAT-00987,ORD-01138,CUST-01201,2025-07-29,2,Delivery Speed,Product was fine but the shipping delay ruined my plans.
CSAT-00988,ORD-00080,CUST-01329,2025-04-21,7,None,"Great product, arrived on time!"
CSAT-00989,ORD-01106,CUST-00747,2025-05-10,7,None,
CSAT-00990,ORD-00635,CUST-01332,2025-05-22,2,Customer Service,My furniture arrived with visible damage from shipping.
CSAT-00991,ORD-01436,CUST-01415,2025-04-21,3,Delivery Speed,The shipment was delayed repeatedly with no updates.
CSAT-00992,ORD-01092,CUST-01131,2025-04-18,5,Product Quality,Expected better quality for the price.
CSAT-00993,ORD-01299,CUST-00673,2025-05-18,6,None,Took a few extra days but the product is okay.
CSAT-00994,ORD-00342,CUST-00722,2025-05-29,7,None,"Great product, arrived on time!"
CSAT-00995,ORD-00323,CUST-00205,2025-05-26,8,None,Exactly what I needed. Would buy again.
CSAT-00996,ORD-00224,CUST-00114,2025-06-21,4,Product Quality,Wrong color sent. Had to return.
CSAT-00997,ORD-02891,CUST-00812,2025-06-11,9,Packaging,Excellent value for the money.
CSAT-00998,ORD-01995,CUST-00617,2025-05-08,7,None,Fast shipping and good quality.
CSAT-00999,ORD-01296,CUST-01331,2025-05-17,10,None,
CSAT-01000,ORD-02237,CUST-01785,2025-07-14,6,Delivery Speed,
CSAT-01001,ORD-01101,CUST-01507,2025-06-06,5,Product Quality,Product quality was not what I expected.
CSAT-01002,ORD-00655,CUST-01319,2025-06-16,7,None,Smooth ordering process and fast delivery.
CSAT-01003,ORD-00900,CUST-00534,2025-05-01,10,None,
CSAT-01004,ORD-01369,CUST-00272,2025-05-12,9,None,"Great product, arrived on time!"
CSAT-01005,ORD-02936,CUST-01258,2025-04-22,8,None,
CSAT-01006,ORD-00670,CUST-00379,2025-05-25,7,None,"Great product, arrived on time!"
CSAT-01007,ORD-02627,CUST-01317,2025-06-10,9,None,Happy customer. Will order again.
CSAT-01008,ORD-01157,CUST-01019,2025-07-05,2,Product Quality,Customer service was unhelpful when I called about my order.
CSAT-01009,ORD-02786,CUST-00608,2025-05-31,7,None,
CSAT-01010,ORD-00935,CUST-01687,2025-06-15,9,None,Fast shipping and good quality.
CSAT-01011,ORD-02102,CUST-00786,2025-06-21,8,None,
CSAT-01012,ORD-02598,CUST-01411,2025-06-16,3,Delivery Speed,Worst delivery experience I've ever had.
CSAT-01013,ORD-02385,CUST-00332,2025-04-15,8,None,"Great product, arrived on time!"
CSAT-01014,ORD-00182,CUST-00379,2025-06-27,6,Delivery Speed,The item broke within a week of use.
CSAT-01015,ORD-00924,CUST-01358,2025-05-03,8,None,
CSAT-01016,ORD-02083,CUST-01574,2025-04-28,7,None,Good experience overall.
CSAT-01017,ORD-01170,CUST-01652,2025-06-05,8,None,Fast shipping and good quality.
CSAT-01018,ORD-00242,CUST-01594,2025-04-24,6,Packaging,Wrong color sent. Had to return.
CSAT-01019,ORD-00749,CUST-00935,2025-06-06,8,None,
CSAT-01020,ORD-02846,CUST-01322,2025-06-01,4,Delivery Speed,Late delivery and damaged packaging. Very disappointed.
CSAT-01021,ORD-02495,CUST-01703,2025-04-21,7,None,
CSAT-01022,ORD-01390,CUST-01005,2025-05-22,9,None,Product exceeded my expectations.
CSAT-01023,ORD-00521,CUST-01523,2025-05-26,2,Delivery Speed,The shipment was delayed repeatedly with no updates.
CSAT-01024,ORD-00234,CUST-01381,2025-06-29,6,Delivery Speed,Customer service was unhelpful when I called about my order.
CSAT-01025,ORD-01093,CUST-01334,2025-04-25,8,None,Happy customer. Will order again.
CSAT-01026,ORD-02196,CUST-01758,2025-04-10,8,None,Exactly what I needed. Would buy again.
CSAT-01027,ORD-00610,CUST-00431,2025-06-28,5,None,
CSAT-01028,ORD-00771,CUST-01762,2025-06-12,4,Product Quality,Product quality was not what I expected.
CSAT-01029,ORD-01211,CUST-00151,2025-06-14,4,Delivery Speed,Packaging was minimal — item rattled around in the box.
CSAT-01030,ORD-01039,CUST-01141,2025-06-13,6,Customer Service,The item broke within a week of use.
CSAT-01031,ORD-01765,CUST-01316,2025-06-06,9,None,
CSAT-01032,ORD-01754,CUST-01464,2025-05-13,6,Product Quality,Product quality was not what I expected.
CSAT-01033,ORD-00836,CUST-01065,2025-05-26,5,None,Not worth the price. Feels cheaply made.
CSAT-01034,ORD-01647,CUST-01689,2025-07-07,6,Product Quality,Packaging was minimal — item rattled around in the box.
CSAT-01035,ORD-02558,CUST-01102,2025-06-02,9,Packaging,Smooth ordering process and fast delivery.
CSAT-01036,ORD-00156,CUST-00532,2025-06-15,1,Delivery Speed,I waited 12 days past the promised date. Unacceptable.
CSAT-01037,ORD-00209,CUST-01645,2025-05-02,8,None,Smooth ordering process and fast delivery.
CSAT-01038,ORD-01167,CUST-00516,2025-06-10,7,None,Product exceeded my expectations.
CSAT-01039,ORD-02525,CUST-00991,2025-04-26,8,None,
CSAT-01040,ORD-01723,CUST-01098,2025-04-24,3,Customer Service,Customer service was unhelpful when I called about my order.
CSAT-01041,ORD-02802,CUST-00431,2025-06-10,3,Delivery Speed,Took a few extra days but the product is okay.
CSAT-01042,ORD-02071,CUST-00967,2025-07-12,3,Delivery Speed,Customer service was unhelpful when I called about my order.
CSAT-01043,ORD-02542,CUST-01401,2025-05-07,3,Delivery Speed,Extremely slow shipping. Will think twice before ordering again.
CSAT-01044,ORD-00546,CUST-01742,2025-06-22,1,Customer Service,The delivery driver left my heavy package in the rain.
CSAT-01045,ORD-02132,CUST-00891,2025-06-11,6,None,Wrong color sent. Had to return.
CSAT-01046,ORD-02836,CUST-00575,2025-05-29,6,Packaging,Customer service was unhelpful when I called about my order.
CSAT-01047,ORD-00957,CUST-01496,2025-07-21,3,Delivery Speed,No communication about the delay. Had to call three times.
CSAT-01048,ORD-02933,CUST-00953,2025-07-10,5,Product Quality,Customer service was unhelpful when I called about my order.
CSAT-01049,ORD-01032,CUST-01060,2025-06-11,8,Product Quality,Very happy with my purchase.
CSAT-01050,ORD-02533,CUST-00389,2025-07-13,6,None,The item broke within a week of use.
CSAT-01051,ORD-00660,CUST-01496,2025-04-23,8,None,Fast shipping and good quality.
CSAT-01052,ORD-01885,CUST-01086,2025-06-13,7,None,"Great product, arrived on time!"
CSAT-01053,ORD-01372,CUST-00326,2025-05-08,10,None,
CSAT-01054,ORD-01300,CUST-01182,2025-04-10,6,None,Packaging was minimal — item rattled around in the box.
CSAT-01055,ORD-00715,CUST-01252,2025-04-23,6,None,
CSAT-01056,ORD-02508,CUST-00129,2025-06-30,5,Packaging,Packaging was minimal — item rattled around in the box.
CSAT-01057,ORD-01327,CUST-01737,2025-06-01,8,None,
CSAT-01058,ORD-02596,CUST-00774,2025-06-09,9,None,
CSAT-01059,ORD-02084,CUST-01775,2025-07-06,5,Product Quality,Not worth the price. Feels cheaply made.
CSAT-01060,ORD-01375,CUST-00977,2025-06-05,4,Delivery Speed,Wrong color sent. Had to return.
CSAT-01061,ORD-01510,CUST-01555,2025-04-23,8,Packaging,
CSAT-01062,ORD-02541,CUST-00958,2025-05-07,5,Customer Service,Not worth the price. Feels cheaply made.
CSAT-01063,ORD-02961,CUST-00662,2025-06-01,8,None,
CSAT-01064,ORD-02654,CUST-00388,2025-05-04,10,None,Smooth ordering process and fast delivery.
CSAT-01065,ORD-02406,CUST-00917,2025-07-07,9,None,Excellent value for the money.
CSAT-01066,ORD-02932,CUST-00691,2025-06-03,6,None,
CSAT-01067,ORD-02546,CUST-01342,2025-04-19,7,None,Excellent value for the money.
CSAT-01068,ORD-02223,CUST-01749,2025-06-29,5,Delivery Speed,The item broke within a week of use.
CSAT-01069,ORD-02136,CUST-00911,2025-05-27,7,None,Very happy with my purchase.
CSAT-01070,ORD-00586,CUST-01397,2025-06-16,7,None,
CSAT-01071,ORD-01185,CUST-00527,2025-06-19,6,Delivery Speed,Product quality was not what I expected.
CSAT-01072,ORD-00024,CUST-01119,2025-05-11,6,None,Product quality was not what I expected.
CSAT-01073,ORD-01821,CUST-00719,2025-05-10,8,Packaging,Love it! Shipping was quick.
CSAT-01074,ORD-01593,CUST-01671,2025-07-06,6,None,Packaging was minimal — item rattled around in the box.
CSAT-01075,ORD-00248,CUST-01630,2025-06-15,4,Delivery Speed,I waited 12 days past the promised date. Unacceptable.
CSAT-01076,ORD-02792,CUST-01016,2025-06-06,9,None,Love it! Shipping was quick.
CSAT-01077,ORD-02207,CUST-01622,2025-06-12,10,None,Exactly what I needed. Would buy again.
CSAT-01078,ORD-00033,CUST-01123,2025-05-29,9,None,Excellent value for the money.
CSAT-01079,ORD-02305,CUST-00816,2025-04-26,8,None,Love it! Shipping was quick.
CSAT-01080,ORD-00057,CUST-00140,2025-04-30,5,Product Quality,Not worth the price. Feels cheaply made.
CSAT-01081,ORD-00320,CUST-01194,2025-06-03,7,None,Excellent value for the money.
CSAT-01082,ORD-01980,CUST-00753,2025-06-30,4,Delivery Speed,Took a few extra days but the product is okay.
CSAT-01083,ORD-01965,CUST-01563,2025-05-03,6,Product Quality,Not worth the price. Feels cheaply made.
CSAT-01084,ORD-02432,CUST-01426,2025-06-08,5,None,Packaging was minimal — item rattled around in the box.
CSAT-01085,ORD-01312,CUST-01095,2025-06-16,7,None,Exactly what I needed. Would buy again.
CSAT-01086,ORD-02746,CUST-00340,2025-06-01,3,Delivery Speed,Wrong color sent. Had to return.
CSAT-01087,ORD-01726,CUST-00510,2025-05-01,8,Product Quality,Fast shipping and good quality.
CSAT-01088,ORD-02307,CUST-00271,2025-05-18,7,None,
CSAT-01089,ORD-02805,CUST-01314,2025-06-12,3,Customer Service,Expected better quality for the price.
CSAT-01090,ORD-00914,CUST-00882,2025-04-25,6,Customer Service,
CSAT-01091,ORD-00399,CUST-01524,2025-06-14,2,Delivery Speed,Item showed up late and the box was crushed.
CSAT-01092,ORD-01831,CUST-00084,2025-05-02,8,Packaging,Exactly what I needed. Would buy again.
CSAT-01093,ORD-01589,CUST-01798,2025-05-28,4,Product Quality,Wrong color sent. Had to return.
CSAT-01094,ORD-00953,CUST-01462,2025-07-02,5,Packaging,Not worth the price. Feels cheaply made.
CSAT-01095,ORD-02234,CUST-01144,2025-06-08,7,None,
CSAT-01096,ORD-00395,CUST-01396,2025-05-25,5,Delivery Speed,
CSAT-01097,ORD-02537,CUST-01544,2025-05-28,8,Packaging,Very happy with my purchase.
CSAT-01098,ORD-01490,CUST-00242,2025-06-06,7,None,Product exceeded my expectations.
CSAT-01099,ORD-00738,CUST-00042,2025-05-25,6,None,
CSAT-01100,ORD-01142,CUST-01335,2025-05-20,7,None,
CSAT-01101,ORD-02231,CUST-01007,2025-05-06,8,None,Excellent value for the money.
CSAT-01102,ORD-01359,CUST-00197,2025-06-09,6,Delivery Speed,The item broke within a week of use.
CSAT-01103,ORD-01503,CUST-01343,2025-04-22,10,None,Happy customer. Will order again.
CSAT-01104,ORD-02753,CUST-01615,2025-05-13,9,None,Exactly what I needed. Would buy again.
CSAT-01105,ORD-01176,CUST-00353,2025-06-05,2,Delivery Speed,Extremely slow shipping. Will think twice before ordering again.
CSAT-01106,ORD-00897,CUST-00249,2025-05-09,1,Delivery Speed,The delivery driver left my heavy package in the rain.
CSAT-01107,ORD-02294,CUST-00417,2025-05-26,7,None,Product exceeded my expectations.
CSAT-01108,ORD-01565,CUST-01545,2025-07-09,8,None,Love it! Shipping was quick.
CSAT-01109,ORD-01601,CUST-00689,2025-05-04,9,Packaging,
CSAT-01110,ORD-01114,CUST-01545,2025-05-10,5,None,Customer service was unhelpful when I called about my order.
CSAT-01111,ORD-00901,CUST-01165,2025-04-27,8,None,Fast shipping and good quality.
CSAT-01112,ORD-00921,CUST-01278,2025-04-29,7,None,Love it! Shipping was quick.
CSAT-01113,ORD-01336,CUST-01345,2025-06-25,5,Product Quality,Product quality was not what I expected.
CSAT-01114,ORD-00239,CUST-01577,2025-07-07,3,Product Quality,The item broke within a week of use.
CSAT-01115,ORD-01001,CUST-01498,2025-04-20,8,None,Happy customer. Will order again.
CSAT-01116,ORD-00476,CUST-00634,2025-04-13,8,None,Happy customer. Will order again.
CSAT-01117,ORD-00386,CUST-00665,2025-05-29,6,Customer Service,The item broke within a week of use.
CSAT-01118,ORD-01569,CUST-00985,2025-05-24,7,None,
CSAT-01119,ORD-02086,CUST-01170,2025-06-11,8,None,Happy customer. Will order again.
CSAT-01120,ORD-00163,CUST-01735,2025-04-27,9,Packaging,Smooth ordering process and fast delivery.
CSAT-01121,ORD-01264,CUST-00390,2025-05-07,7,None,Exactly what I needed. Would buy again.
CSAT-01122,ORD-00336,CUST-00647,2025-05-02,8,None,Very happy with my purchase.
CSAT-01123,ORD-00327,CUST-01187,2025-05-11,8,None,Very happy with my purchase.
CSAT-01124,ORD-00766,CUST-00520,2025-06-10,7,Packaging,Very happy with my purchase.
CSAT-01125,ORD-01869,CUST-01740,2025-05-27,7,None,
CSAT-01126,ORD-02157,CUST-00791,2025-06-14,1,Packaging,Took forever to arrive and packaging was torn open.
CSAT-01127,ORD-01627,CUST-01510,2025-06-28,8,None,
CSAT-01128,ORD-00604,CUST-00051,2025-06-25,6,Packaging,Customer service was unhelpful when I called about my order.
CSAT-01129,ORD-02862,CUST-00074,2025-05-20,8,None,
CSAT-01130,ORD-00552,CUST-00811,2025-07-08,5,Packaging,Packaging was minimal — item rattled around in the box.
CSAT-01131,ORD-00797,CUST-00338,2025-06-15,5,None,
CSAT-01132,ORD-00520,CUST-00390,2025-07-11,6,Delivery Speed,Took a few extra days but the product is okay.
CSAT-01133,ORD-01507,CUST-01585,2025-05-06,9,None,Excellent value for the money.
CSAT-01134,ORD-01308,CUST-00485,2025-04-22,9,None,Good experience overall.
CSAT-01135,ORD-02087,CUST-01548,2025-06-01,8,None,Good experience overall.
CSAT-01136,ORD-01086,CUST-00366,2025-06-05,6,None,Expected better quality for the price.
CSAT-01137,ORD-00438,CUST-00217,2025-07-01,3,Delivery Speed,Extremely slow shipping. Will think twice before ordering again.
CSAT-01138,ORD-02346,CUST-00869,2025-04-20,8,None,Product exceeded my expectations.
CSAT-01139,ORD-02023,CUST-00343,2025-06-23,5,None,
CSAT-01140,ORD-00681,CUST-01272,2025-06-05,6,None,
CSAT-01141,ORD-02614,CUST-01179,2025-05-18,9,None,Happy customer. Will order again.
CSAT-01142,ORD-00950,CUST-01037,2025-06-10,9,None,Happy customer. Will order again.
CSAT-01143,ORD-00311,CUST-00310,2025-06-26,4,Product Quality,The item broke within a week of use.
CSAT-01144,ORD-00632,CUST-01225,2025-07-20,1,Packaging,Took a few extra days but the product is okay.
CSAT-01145,ORD-02148,CUST-01353,2025-05-21,9,Packaging,Very happy with my purchase.
CSAT-01146,ORD-02697,CUST-01680,2025-04-24,8,None,
CSAT-01147,ORD-00372,CUST-00153,2025-06-08,9,None,Love it! Shipping was quick.
CSAT-01148,ORD-00911,CUST-00970,2025-07-13,3,Product Quality,Wrong color sent. Had to return.
CSAT-01149,ORD-01839,CUST-00798,2025-06-08,3,Delivery Speed,Late delivery and damaged packaging. Very disappointed.
CSAT-01150,ORD-02657,CUST-00897,2025-05-11,2,Delivery Speed,The package was supposed to arrive last week. Still waiting.
CSAT-01151,ORD-00750,CUST-00499,2025-07-04,2,Delivery Speed,My furniture arrived with visible damage from shipping.
CSAT-01152,ORD-01999,CUST-01367,2025-04-18,8,None,Product exceeded my expectations.
CSAT-01153,ORD-01967,CUST-01264,2025-05-11,7,None,Product exceeded my expectations.
CSAT-01154,ORD-01141,CUST-00441,2025-05-04,6,Product Quality,Expected better quality for the price.
CSAT-01155,ORD-01446,CUST-01385,2025-04-15,7,None,
CSAT-01156,ORD-00371,CUST-01127,2025-04-19,9,None,Good experience overall.
CSAT-01157,ORD-00420,CUST-01722,2025-05-12,5,None,Wrong color sent. Had to return.
CSAT-01158,ORD-02900,CUST-00227,2025-05-11,7,None,Smooth ordering process and fast delivery.
CSAT-01159,ORD-01815,CUST-01557,2025-04-17,9,None,Smooth ordering process and fast delivery.
CSAT-01160,ORD-00955,CUST-00628,2025-06-09,5,Packaging,
CSAT-01161,ORD-02951,CUST-01231,2025-06-25,3,Delivery Speed,Package arrived damaged — looked like it was dropped.
CSAT-01162,ORD-02901,CUST-01224,2025-05-10,10,None,Good experience overall.
CSAT-01163,ORD-02108,CUST-01438,2025-07-16,5,Delivery Speed,Product quality was not what I expected.
CSAT-01164,ORD-00608,CUST-00576,2025-05-21,9,None,"Great product, arrived on time!"
CSAT-01165,ORD-00332,CUST-00114,2025-06-28,4,Delivery Speed,Expected better quality for the price.
CSAT-01166,ORD-01158,CUST-01430,2025-07-02,5,Customer Service,
CSAT-01167,ORD-02077,CUST-00819,2025-07-01,5,Delivery Speed,Not worth the price. Feels cheaply made.
CSAT-01168,ORD-01862,CUST-01797,2025-04-18,5,Packaging,Wrong color sent. Had to return.
CSAT-01169,ORD-01830,CUST-00959,2025-06-18,2,Delivery Speed,Took forever to arrive and packaging was torn open.
CSAT-01170,ORD-02145,CUST-01579,2025-06-21,6,None,
CSAT-01171,ORD-02760,CUST-01114,2025-04-23,7,None,Fast shipping and good quality.
CSAT-01172,ORD-01244,CUST-01474,2025-05-13,7,None,"Great product, arrived on time!"
CSAT-01173,ORD-02003,CUST-01652,2025-05-20,7,None,Good experience overall.
CSAT-01174,ORD-01717,CUST-01056,2025-06-25,8,None,
CSAT-01175,ORD-02241,CUST-01066,2025-04-27,7,Product Quality,Excellent value for the money.
CSAT-01176,ORD-00216,CUST-01194,2025-07-21,2,Delivery Speed,My furniture arrived with visible damage from shipping.
CSAT-01177,ORD-01543,CUST-01329,2025-06-06,7,Packaging,Very happy with my purchase.
CSAT-01178,ORD-00743,CUST-01384,2025-04-25,10,Product Quality,Excellent value for the money.
CSAT-01179,ORD-02771,CUST-00673,2025-05-10,3,Delivery Speed,Took a few extra days but the product is okay.
CSAT-01180,ORD-00717,CUST-01624,2025-06-16,6,None,The item broke within a week of use.
CSAT-01181,ORD-00105,CUST-00357,2025-05-19,8,None,Product exceeded my expectations.
CSAT-01182,ORD-00254,CUST-01344,2025-04-08,7,None,Love it! Shipping was quick.
CSAT-01183,ORD-00916,CUST-01373,2025-06-11,10,None,Very happy with my purchase.
CSAT-01184,ORD-02489,CUST-01593,2025-05-05,7,None,Very happy with my purchase.
CSAT-01185,ORD-00437,CUST-01414,2025-05-20,8,None,Exactly what I needed. Would buy again.
CSAT-01186,ORD-02959,CUST-00438,2025-04-24,4,Customer Service,Took a few extra days but the product is okay.
CSAT-01187,ORD-02426,CUST-01684,2025-06-01,9,None,Very happy with my purchase.
CSAT-01188,ORD-01486,CUST-00064,2025-04-11,7,Packaging,Product exceeded my expectations.
CSAT-01189,ORD-01504,CUST-01779,2025-07-01,7,None,Happy customer. Will order again.
CSAT-01190,ORD-01636,CUST-01540,2025-05-09,7,None,
CSAT-01191,ORD-02947,CUST-00612,2025-05-13,9,None,
CSAT-01192,ORD-00483,CUST-01709,2025-06-20,7,None,
CSAT-01193,ORD-01487,CUST-00899,2025-04-14,7,None,Product exceeded my expectations.
CSAT-01194,ORD-01502,CUST-01158,2025-05-26,7,None,Smooth ordering process and fast delivery.
CSAT-01195,ORD-00050,CUST-01468,2025-04-25,7,None,Smooth ordering process and fast delivery.
CSAT-01196,ORD-01380,CUST-01280,2025-04-25,7,Packaging,Fast shipping and good quality.
CSAT-01197,ORD-02960,CUST-00630,2025-05-22,7,Product Quality,"Great product, arrived on time!"
CSAT-01198,ORD-01084,CUST-00958,2025-06-12,7,None,Happy customer. Will order again.
CSAT-01199,ORD-01563,CUST-01012,2025-05-19,6,Customer Service,Packaging was minimal — item rattled around in the box.
CSAT-01200,ORD-00256,CUST-01015,2025-06-25,4,Delivery Speed,Customer service was unhelpful when I called about my order.
