transaction_id,posting_date,gl_account_id,gl_account_name,cost_center_id,vendor,description,amount_usd,expense_type,fiscal_quarter,fiscal_year
GL-001642,2025-04-25,6500,Professional Services,CC-117,Snowflake Computing,Professional Services — Marketing — Apr 2025,22320.93,Recurring,Q2 2025,FY2025
GL-000243,2025-05-22,6400,Facilities & Occupancy,CC-148,Mercer Consulting,Facilities — Product — May 2025,5044.49,Recurring,Q2 2025,FY2025
GL-000081,2025-09-23,6500,Professional Services,CC-115,Splunk Inc,Professional Services — Marketing — Sep 2025,26249.54,Recurring,Q3 2025,FY2025
GL-002060,2025-07-20,6500,Professional Services,CC-142,Cisco Systems,Professional Services — Product — Jul 2025,26350.4,Recurring,Q3 2025,FY2025
GL-003969,2026-05-11,6110,Employee Benefits,CC-154,Robert Half,Benefits — Operations — May 2026,3351.46,Recurring,Q2 2026,FY2026
GL-001023,2025-01-21,6600,Equipment & Hardware,CC-148,Oracle Corp,Equipment — Product — Jan 2025,20284.57,Recurring,Q1 2025,FY2025
GL-003864,2025-04-28,6500,Professional Services,CC-107,Salesforce Inc,Professional Services — Sales — Apr 2025,25838.0,Recurring,Q2 2025,FY2025
GL-000588,2025-01-06,6110,Employee Benefits,CC-153,Zscaler Inc,Benefits — Operations — Jan 2025,250.0,Recurring,Q1 2025,FY2025
GL-000879,2025-01-20,6200,Travel & Entertainment,CC-107,Splunk Inc,Travel — Sales — Jan 2025,2327.52,Recurring,Q1 2025,FY2025
GL-004654,2025-11-18,6500,Professional Services,CC-140,KPMG Consulting,Professional Services — Legal — Nov 2025,1000.0,Recurring,Q4 2025,FY2025
GL-001897,2025-09-29,6110,Employee Benefits,CC-126,Salesforce Inc,Benefits — Finance — Sep 2025,4296.25,Recurring,Q3 2025,FY2025
GL-004690,2025-11-10,6600,Equipment & Hardware,CC-118,UPS Logistics,Equipment — Marketing — Nov 2025,16355.48,Recurring,Q4 2025,FY2025
GL-003855,2026-04-03,6110,Employee Benefits,CC-155,Perkins Coie LLP,Benefits — Operations — Apr 2026,1189.66,Recurring,Q2 2026,FY2026
GL-002107,2025-12-01,6600,Equipment & Hardware,CC-169,Oracle Corp,Equipment — Executive — Dec 2025,6093.9,Recurring,Q4 2025,FY2025
GL-002367,2026-04-17,6600,Equipment & Hardware,CC-164,PwC Advisory,Equipment — Executive — Apr 2026,21623.38,Recurring,Q2 2026,FY2026
GL-002074,2025-12-29,6600,Equipment & Hardware,CC-169,Cisco Systems,Equipment — Executive — Dec 2025,10147.06,Recurring,Q4 2025,FY2025
GL-003960,2025-06-27,6400,Facilities & Occupancy,CC-127,Mercer Consulting,Facilities — Finance — Jun 2025,6007.92,Recurring,Q2 2025,FY2025
GL-000426,2025-11-04,6600,Equipment & Hardware,CC-100,Zscaler Inc,Equipment — Engineering — Nov 2025,12320.98,Recurring,Q4 2025,FY2025
GL-005033,2025-11-13,6600,Equipment & Hardware,CC-163,United Airlines,Equipment — Executive — Nov 2025,18624.93,Recurring,Q4 2025,FY2025
GL-000487,2025-02-20,6200,Travel & Entertainment,CC-114,Robert Half,Travel — Marketing — Feb 2025,992.8,Recurring,Q1 2025,FY2025
GL-000859,2025-08-28,6400,Facilities & Occupancy,CC-137,LinkedIn Talent,Facilities — Legal — Aug 2025,2530.88,Recurring,Q3 2025,FY2025
GL-001396,2025-03-14,6110,Employee Benefits,CC-164,McKinsey & Company,Benefits — Executive — Mar 2025,4568.9,Recurring,Q1 2025,FY2025
GL-004000,2026-05-26,6300,Software & Subscriptions,CC-110,McKinsey & Company,Software — Sales — May 2026,2557.07,Recurring,Q2 2026,FY2026
GL-003823,2026-05-03,6100,Salaries & Wages,CC-101,Iron Mountain,Compensation — Engineering — May 2026,11289.68,Recurring,Q2 2026,FY2026
GL-001732,2025-10-01,6500,Professional Services,CC-117,AWS Cloud Services,Professional Services — Marketing — Oct 2025,21253.39,Recurring,Q4 2025,FY2025
GL-001027,2025-01-06,6500,Professional Services,CC-159,JLL Real Estate,Professional Services — IT — Jan 2025,18272.18,Recurring,Q1 2025,FY2025
GL-004564,2026-05-27,6110,Employee Benefits,CC-155,Latham & Watkins,Benefits — Operations — May 2026,2780.54,Recurring,Q2 2026,FY2026
GL-000966,2026-05-01,6700,Training & Development,CC-126,Oracle Corp,Training — Finance — May 2026,3031.17,Recurring,Q2 2026,FY2026
GL-002581,2026-05-08,6200,Travel & Entertainment,CC-169,Marriott Hotels,Travel — Executive — May 2026,2203.82,Recurring,Q2 2026,FY2026
GL-000228,2025-08-18,6600,Equipment & Hardware,CC-148,Willis Towers Watson,Equipment — Product — Aug 2025,10758.61,Recurring,Q3 2025,FY2025
GL-004789,2026-04-15,6200,Travel & Entertainment,CC-105,Robert Half,Travel — Engineering — Apr 2026,1921.37,Recurring,Q2 2026,FY2026
GL-002741,2025-11-10,6110,Employee Benefits,CC-162,Zscaler Inc,Benefits — IT — Nov 2025,7366.65,Recurring,Q4 2025,FY2025
GL-000867,2026-01-14,6600,Equipment & Hardware,CC-107,McKinsey & Company,Equipment — Sales — Jan 2026,15619.34,Recurring,Q1 2026,FY2026
GL-005414,2025-03-24,6110,Employee Benefits,CC-155,Robert Half,Benefits — Operations — Mar 2025,6661.87,Recurring,Q1 2025,FY2025
GL-004060,2025-11-12,6600,Equipment & Hardware,CC-151,McKinsey & Company,Equipment — Operations — Nov 2025,6804.4,Recurring,Q4 2025,FY2025
GL-005834,2025-03-10,6300,Software & Subscriptions,CC-103,CBRE Group,Software — Engineering — Mar 2025,250.0,Recurring,Q1 2025,FY2025
GL-005498,2025-01-23,6100,Salaries & Wages,CC-131,Gartner Inc,Compensation — HR — Jan 2025,16864.41,Recurring,Q1 2025,FY2025
GL-002232,2025-03-25,6300,Software & Subscriptions,CC-110,ADP Payroll,Software — Sales — Mar 2025,9327.61,Recurring,Q1 2025,FY2025
GL-000469,2026-03-16,6500,Professional Services,CC-145,Perkins Coie LLP,Professional Services — Product — Mar 2026,37829.7,Recurring,Q1 2026,FY2026
GL-002726,2025-07-14,6200,Travel & Entertainment,CC-117,McKinsey & Company,Travel — Marketing — Jul 2025,4244.47,Recurring,Q3 2025,FY2025
GL-005953,2025-07-07,6800,One-Time Project Costs,CC-901,ADP Payroll,Project: Office Relocation — Floor 3 — originated by Finance,14020.88,One-Time,Q3 2025,FY2025
GL-002616,2025-04-09,6200,Travel & Entertainment,CC-158,JLL Real Estate,Travel — IT — Apr 2025,4188.13,Recurring,Q2 2025,FY2025
GL-004222,2025-01-06,6500,Professional Services,CC-113,Forrester Research,Professional Services — Sales — Jan 2025,29833.55,Recurring,Q1 2025,FY2025
GL-000384,2025-01-20,6100,Salaries & Wages,CC-118,Palo Alto Networks,Compensation — Marketing — Jan 2025,28590.21,Recurring,Q1 2025,FY2025
GL-005316,2026-04-07,6300,Software & Subscriptions,CC-165,Perkins Coie LLP,Software — Executive — Apr 2026,11018.82,Recurring,Q2 2026,FY2026
GL-004840,2025-07-17,6200,Travel & Entertainment,CC-164,Accenture Consulting,Travel — Executive — Jul 2025,1008.49,Recurring,Q3 2025,FY2025
GL-001049,2025-12-11,6500,Professional Services,CC-137,Snowflake Computing,Professional Services — Legal — Dec 2025,27821.3,Recurring,Q4 2025,FY2025
GL-002014,2025-09-30,6100,Salaries & Wages,CC-165,Snowflake Computing,Compensation — Executive — Sep 2025,16181.91,Recurring,Q3 2025,FY2025
GL-005369,2026-02-11,6300,Software & Subscriptions,CC-167,McKinsey & Company,Software — Executive — Feb 2026,11110.14,Recurring,Q1 2026,FY2026
GL-003371,2025-10-13,6300,Software & Subscriptions,CC-106,JLL Real Estate,Software — Engineering — Oct 2025,6951.94,Recurring,Q4 2025,FY2025
GL-004560,2025-09-22,6400,Facilities & Occupancy,CC-162,Hays Recruiting,Facilities — IT — Sep 2025,9427.6,Recurring,Q3 2025,FY2025
GL-002356,2025-10-20,6700,Training & Development,CC-162,Robert Half,Training — IT — Oct 2025,2602.39,Recurring,Q4 2025,FY2025
GL-000787,2026-05-12,6700,Training & Development,CC-149,KPMG Consulting,Training — Operations — May 2026,3892.29,Recurring,Q2 2026,FY2026
GL-005763,2026-03-06,6300,Software & Subscriptions,CC-115,Forrester Research,Software — Marketing — Mar 2026,14180.76,Recurring,Q1 2026,FY2026
GL-005248,2025-04-14,6300,Software & Subscriptions,CC-123,Microsoft Azure,Software — Finance — Apr 2025,11059.79,Recurring,Q2 2025,FY2025
GL-003366,2026-04-15,6300,Software & Subscriptions,CC-135,Willis Towers Watson,Software — Legal — Apr 2026,11013.32,Recurring,Q2 2026,FY2026
GL-004283,2025-05-31,6400,Facilities & Occupancy,CC-166,Fortinet Inc,Facilities — Executive — May 2025,5718.0,Recurring,Q2 2025,FY2025
GL-000216,2025-01-10,6200,Travel & Entertainment,CC-116,Perkins Coie LLP,Travel — Marketing — Jan 2025,1794.71,Recurring,Q1 2025,FY2025
GL-001842,2025-11-24,6500,Professional Services,CC-120,Gartner Inc,Professional Services — Marketing — Nov 2025,51790.09,Recurring,Q4 2025,FY2025
GL-001566,2025-08-04,6300,Software & Subscriptions,CC-131,Iron Mountain,Software — HR — Aug 2025,7192.55,Recurring,Q3 2025,FY2025
GL-000157,2025-03-22,6300,Software & Subscriptions,CC-148,Hays Recruiting,Software — Product — Mar 2025,5992.77,Recurring,Q1 2025,FY2025
GL-004298,2026-05-26,6100,Salaries & Wages,CC-116,JLL Real Estate,Compensation — Marketing — May 2026,3802.78,Recurring,Q2 2026,FY2026
GL-002920,2025-12-11,6600,Equipment & Hardware,CC-108,WeWork Office,Equipment — Sales — Dec 2025,8414.71,Recurring,Q4 2025,FY2025
GL-004606,2025-06-16,6500,Professional Services,CC-136,PwC Advisory,Professional Services — Legal — Jun 2025,20068.5,Recurring,Q2 2025,FY2025
GL-001265,2025-09-29,6300,Software & Subscriptions,CC-142,CBRE Group,Software — Product — Sep 2025,10671.03,Recurring,Q3 2025,FY2025
GL-005800,2025-04-16,6100,Salaries & Wages,CC-141,Willis Towers Watson,Compensation — Legal — Apr 2025,11954.37,Recurring,Q2 2025,FY2025
GL-004849,2026-02-08,6100,Salaries & Wages,CC-117,ServiceNow Inc,Compensation — Marketing — Feb 2026,15108.41,Recurring,Q1 2026,FY2026
GL-004785,2026-05-26,6600,Equipment & Hardware,CC-108,ADP Payroll,Equipment — Sales — May 2026,9701.37,Recurring,Q2 2026,FY2026
GL-004884,2025-02-11,6400,Facilities & Occupancy,CC-132,Palo Alto Networks,Facilities — HR — Feb 2025,4807.23,Recurring,Q1 2025,FY2025
GL-001725,2025-04-07,6700,Training & Development,CC-152,ADP Payroll,Training — Operations — Apr 2025,3253.79,Recurring,Q2 2025,FY2025
GL-002105,2026-02-10,6300,Software & Subscriptions,CC-166,WeWork Office,Software — Executive — Feb 2026,9547.66,Recurring,Q1 2026,FY2026
GL-002907,2025-02-17,6400,Facilities & Occupancy,CC-167,Workday Inc,Facilities — Executive — Feb 2025,7254.09,Recurring,Q1 2025,FY2025
GL-003220,2025-10-03,6110,Employee Benefits,CC-149,Salesforce Inc,Benefits — Operations — Oct 2025,3875.31,Recurring,Q4 2025,FY2025
GL-005263,2025-09-09,6200,Travel & Entertainment,CC-110,Palo Alto Networks,Travel — Sales — Sep 2025,2454.17,Recurring,Q3 2025,FY2025
GL-003948,2025-03-23,6500,Professional Services,CC-134,ServiceNow Inc,Professional Services — HR — Mar 2025,13403.59,Recurring,Q1 2025,FY2025
GL-001901,2025-06-16,6700,Training & Development,CC-109,Microsoft Azure,Training — Sales — Jun 2025,1444.6,Recurring,Q2 2025,FY2025
GL-005564,2026-05-18,6300,Software & Subscriptions,CC-159,Workday Inc,Software — IT — May 2026,7114.01,Recurring,Q2 2026,FY2026
GL-000388,2025-12-05,6200,Travel & Entertainment,CC-107,ADP Payroll,Travel — Sales — Dec 2025,2476.0,Recurring,Q4 2025,FY2025
GL-002423,2025-06-16,6700,Training & Development,CC-127,Iron Mountain,Training — Finance — Jun 2025,3284.96,Recurring,Q2 2025,FY2025
GL-002308,2026-03-23,6600,Equipment & Hardware,CC-160,Salesforce Inc,Equipment — IT — Mar 2026,6654.15,Recurring,Q1 2026,FY2026
GL-004144,2026-04-13,6200,Travel & Entertainment,CC-128,Palo Alto Networks,Travel — HR — Apr 2026,3221.97,Recurring,Q2 2026,FY2026
GL-001888,2026-04-06,6500,Professional Services,CC-113,PwC Advisory,Professional Services — Sales — Apr 2026,20117.91,Recurring,Q2 2026,FY2026
GL-004597,2025-01-10,6300,Software & Subscriptions,CC-127,Accenture Consulting,Software — Finance — Jan 2025,5663.24,Recurring,Q1 2025,FY2025
GL-001964,2025-05-05,6110,Employee Benefits,CC-126,Deloitte Advisory,Benefits — Finance — May 2025,4147.69,Recurring,Q2 2025,FY2025
GL-001245,2025-04-05,6500,Professional Services,CC-148,CrowdStrike Holdings,Professional Services — Product — Apr 2025,21235.7,Recurring,Q2 2025,FY2025
GL-003256,2026-03-12,6700,Training & Development,CC-113,Willis Towers Watson,Training — Sales — Mar 2026,2628.67,Recurring,Q1 2026,FY2026
GL-004919,2025-10-06,6600,Equipment & Hardware,CC-154,Marriott Hotels,Equipment — Operations — Oct 2025,9992.66,Recurring,Q4 2025,FY2025
GL-002053,2025-06-22,6300,Software & Subscriptions,CC-123,Gartner Inc,Software — Finance — Jun 2025,8896.67,Recurring,Q2 2025,FY2025
GL-003985,2025-03-19,6200,Travel & Entertainment,CC-124,Dell Technologies,Travel — Finance — Mar 2025,3254.3,Recurring,Q1 2025,FY2025
GL-001380,2025-06-30,6500,Professional Services,CC-166,Splunk Inc,Professional Services — Executive — Jun 2025,21422.0,Recurring,Q2 2025,FY2025
GL-000376,2025-01-12,6500,Professional Services,CC-116,FedEx Shipping,Professional Services — Marketing — Jan 2025,24478.04,Recurring,Q1 2025,FY2025
GL-002994,2025-01-30,6110,Employee Benefits,CC-100,Marriott Hotels,Benefits — Engineering — Jan 2025,1915.76,Recurring,Q1 2025,FY2025
GL-001383,2025-09-23,6500,Professional Services,CC-118,Baker McKenzie LLP,Professional Services — Marketing — Sep 2025,12781.37,Recurring,Q3 2025,FY2025
GL-005637,2025-08-18,6200,Travel & Entertainment,CC-145,Perkins Coie LLP,Travel — Product — Aug 2025,2379.32,Recurring,Q3 2025,FY2025
GL-002024,2025-02-03,6100,Salaries & Wages,CC-116,Robert Half,Compensation — Marketing — Feb 2025,13235.23,Recurring,Q1 2025,FY2025
GL-000444,2025-05-26,6600,Equipment & Hardware,CC-104,Datadog Inc,Equipment — Engineering — May 2025,15204.18,Recurring,Q2 2025,FY2025
GL-001955,2025-11-07,6700,Training & Development,CC-135,Robert Half,Training — Legal — Nov 2025,1750.23,Recurring,Q4 2025,FY2025
GL-002420,2025-08-13,6600,Equipment & Hardware,CC-116,Zscaler Inc,Equipment — Marketing — Aug 2025,10267.44,Recurring,Q3 2025,FY2025
GL-004922,2025-08-04,6300,Software & Subscriptions,CC-123,Gartner Inc,Software — Finance — Aug 2025,10821.19,Recurring,Q3 2025,FY2025
GL-001898,2025-07-14,6200,Travel & Entertainment,CC-124,Latham & Watkins,Travel — Finance — Jul 2025,1539.19,Recurring,Q3 2025,FY2025
GL-000520,2025-04-28,6110,Employee Benefits,CC-101,Splunk Inc,Benefits — Engineering — Apr 2025,1966.62,Recurring,Q2 2025,FY2025
GL-004917,2026-04-18,6100,Salaries & Wages,CC-133,IDC Advisory,Compensation — HR — Apr 2026,14767.05,Recurring,Q2 2026,FY2026
GL-002282,2025-02-13,6100,Salaries & Wages,CC-125,JLL Real Estate,Compensation — Finance — Feb 2025,17905.38,Recurring,Q1 2025,FY2025
GL-001114,2026-05-31,6300,Software & Subscriptions,CC-158,CrowdStrike Holdings,Software — IT — May 2026,6732.18,Recurring,Q2 2026,FY2026
GL-001868,2025-01-09,6500,Professional Services,CC-106,Gartner Inc,Professional Services — Engineering — Jan 2025,49470.12,Recurring,Q1 2025,FY2025
GL-003910,2025-02-20,6100,Salaries & Wages,CC-127,McKinsey & Company,Compensation — Finance — Feb 2025,16294.03,Recurring,Q1 2025,FY2025
GL-000468,2026-03-26,6700,Training & Development,CC-168,Snowflake Computing,Training — Executive — Mar 2026,1998.22,Recurring,Q1 2026,FY2026
GL-002684,2026-03-02,6110,Employee Benefits,CC-114,PwC Advisory,Benefits — Marketing — Mar 2026,2734.18,Recurring,Q1 2026,FY2026
GL-000373,2025-07-01,6700,Training & Development,CC-168,Hays Recruiting,Training — Executive — Jul 2025,3677.05,Recurring,Q3 2025,FY2025
GL-002738,2026-03-24,6700,Training & Development,CC-141,Latham & Watkins,Training — Legal — Mar 2026,2444.97,Recurring,Q1 2026,FY2026
GL-001362,2025-01-07,6700,Training & Development,CC-155,Robert Half,Training — Operations — Jan 2025,2979.24,Recurring,Q1 2025,FY2025
GL-003524,2025-05-16,6100,Salaries & Wages,CC-130,Datadog Inc,Compensation — HR — May 2025,18868.66,Recurring,Q2 2025,FY2025
GL-004975,2025-02-02,6700,Training & Development,CC-156,Accenture Consulting,Training — IT — Feb 2025,948.48,Recurring,Q1 2025,FY2025
GL-003417,2026-02-12,6700,Training & Development,CC-106,Marriott Hotels,Training — Engineering — Feb 2026,3817.27,Recurring,Q1 2026,FY2026
GL-001294,2025-04-28,6500,Professional Services,CC-117,Salesforce Inc,Professional Services — Marketing — Apr 2025,28869.85,Recurring,Q2 2025,FY2025
GL-000985,2025-09-15,6700,Training & Development,CC-145,LinkedIn Talent,Training — Product — Sep 2025,507.52,Recurring,Q3 2025,FY2025
GL-000030,2025-04-28,6200,Travel & Entertainment,CC-155,Perkins Coie LLP,Travel — Operations — Apr 2025,1604.66,Recurring,Q2 2025,FY2025
GL-004486,2025-09-08,6300,Software & Subscriptions,CC-152,ServiceNow Inc,Software — Operations — Sep 2025,10820.71,Recurring,Q3 2025,FY2025
GL-003216,2025-10-02,6600,Equipment & Hardware,CC-160,Dell Technologies,Equipment — IT — Oct 2025,9069.05,Recurring,Q4 2025,FY2025
GL-003609,2026-03-10,6300,Software & Subscriptions,CC-159,FedEx Shipping,Software — IT — Mar 2026,6287.41,Recurring,Q1 2026,FY2026
GL-000907,2025-08-04,6110,Employee Benefits,CC-148,Splunk Inc,Benefits — Product — Aug 2025,4145.24,Recurring,Q3 2025,FY2025
GL-001137,2026-02-03,6110,Employee Benefits,CC-114,Deloitte Advisory,Benefits — Marketing — Feb 2026,391.25,Recurring,Q1 2026,FY2026
GL-002902,2025-07-01,6700,Training & Development,CC-166,Fortinet Inc,Training — Executive — Jul 2025,1713.29,Recurring,Q3 2025,FY2025
GL-005958,2025-09-24,6800,One-Time Project Costs,CC-901,Cisco Systems,Project: ERP Migration Phase 2 — originated by Finance,5292.63,One-Time,Q3 2025,FY2025
GL-004805,2025-01-10,6300,Software & Subscriptions,CC-120,WeWork Office,Software — Marketing — Jan 2025,17572.95,Recurring,Q1 2025,FY2025
GL-004170,2026-01-26,6100,Salaries & Wages,CC-107,Iron Mountain,Compensation — Sales — Jan 2026,23104.75,Recurring,Q1 2026,FY2026
GL-000390,2026-01-26,6110,Employee Benefits,CC-106,United Airlines,Benefits — Engineering — Jan 2026,3843.23,Recurring,Q1 2026,FY2026
GL-001483,2025-07-21,6700,Training & Development,CC-120,Dell Technologies,Training — Marketing — Jul 2025,3483.53,Recurring,Q3 2025,FY2025
GL-005355,2025-12-15,6700,Training & Development,CC-133,Microsoft Azure,Training — HR — Dec 2025,2888.05,Recurring,Q4 2025,FY2025
GL-002921,2025-11-09,6100,Salaries & Wages,CC-107,HP Enterprise,Compensation — Sales — Nov 2025,15551.6,Recurring,Q4 2025,FY2025
GL-000592,2025-11-03,6110,Employee Benefits,CC-147,Hays Recruiting,Benefits — Product — Nov 2025,3438.46,Recurring,Q4 2025,FY2025
GL-004497,2025-01-03,6400,Facilities & Occupancy,CC-131,AWS Cloud Services,Facilities — HR — Jan 2025,8546.06,Recurring,Q1 2025,FY2025
GL-005501,2025-02-03,6500,Professional Services,CC-119,SAP SE,Professional Services — Marketing — Feb 2025,9456.22,Recurring,Q1 2025,FY2025
GL-004159,2025-04-15,6110,Employee Benefits,CC-118,Fortinet Inc,Benefits — Marketing — Apr 2025,250.0,Recurring,Q2 2025,FY2025
GL-001474,2025-04-19,6200,Travel & Entertainment,CC-128,Cisco Systems,Travel — HR — Apr 2025,3214.08,Recurring,Q2 2025,FY2025
GL-000048,2025-09-11,6700,Training & Development,CC-143,CBRE Group,Training — Product — Sep 2025,1760.77,Recurring,Q3 2025,FY2025
GL-001283,2025-01-06,6400,Facilities & Occupancy,CC-114,HP Enterprise,Facilities — Marketing — Jan 2025,4419.55,Recurring,Q1 2025,FY2025
GL-001457,2025-05-22,6400,Facilities & Occupancy,CC-169,Palo Alto Networks,Facilities — Executive — May 2025,10426.83,Recurring,Q2 2025,FY2025
GL-004744,2026-02-24,6600,Equipment & Hardware,CC-157,Snowflake Computing,Equipment — IT — Feb 2026,8147.36,Recurring,Q1 2026,FY2026
GL-002398,2025-12-15,6100,Salaries & Wages,CC-153,Mercer Consulting,Compensation — Operations — Dec 2025,16215.32,Recurring,Q4 2025,FY2025
GL-001359,2026-04-20,6110,Employee Benefits,CC-148,PwC Advisory,Benefits — Product — Apr 2026,5917.41,Recurring,Q2 2026,FY2026
GL-005694,2025-05-19,6700,Training & Development,CC-124,Hays Recruiting,Training — Finance — May 2025,917.07,Recurring,Q2 2025,FY2025
GL-004526,2025-09-01,6400,Facilities & Occupancy,CC-169,Splunk Inc,Facilities — Executive — Sep 2025,1033.35,Recurring,Q3 2025,FY2025
GL-004612,2025-07-01,6100,Salaries & Wages,CC-143,ADP Payroll,Compensation — Product — Jul 2025,19186.27,Recurring,Q3 2025,FY2025
GL-001399,2026-02-04,6110,Employee Benefits,CC-141,Cisco Systems,Benefits — Legal — Feb 2026,2705.14,Recurring,Q1 2026,FY2026
GL-000541,2025-11-08,6500,Professional Services,CC-142,Baker McKenzie LLP,Professional Services — Product — Nov 2025,49639.09,Recurring,Q4 2025,FY2025
GL-002093,2026-03-16,6100,Salaries & Wages,CC-121,Cisco Systems,Compensation — Finance — Mar 2026,23248.34,Recurring,Q1 2026,FY2026
GL-002924,2025-03-06,6700,Training & Development,CC-158,Deloitte Advisory,Training — IT — Mar 2025,2070.94,Recurring,Q1 2025,FY2025
GL-002596,2025-11-20,6100,Salaries & Wages,CC-107,Deloitte Advisory,Compensation — Sales — Nov 2025,17008.91,Recurring,Q4 2025,FY2025
GL-005866,2025-08-11,6800,One-Time Project Costs,CC-901,LinkedIn Talent,Project: SOC 2 Certification Push — originated by Marketing,6743.44,One-Time,Q3 2025,FY2025
GL-003729,2025-02-11,6700,Training & Development,CC-167,Snowflake Computing,Training — Executive — Feb 2025,911.64,Recurring,Q1 2025,FY2025
GL-002087,2026-04-17,6500,Professional Services,CC-137,Forrester Research,Professional Services — Legal — Apr 2026,29449.62,Recurring,Q2 2026,FY2026
GL-000661,2025-04-07,6300,Software & Subscriptions,CC-127,Splunk Inc,Software — Finance — Apr 2025,6028.33,Recurring,Q2 2025,FY2025
GL-005909,2025-08-12,6800,One-Time Project Costs,CC-906,Palo Alto Networks,Project: HR System Upgrade — originated by Marketing,10406.07,One-Time,Q3 2025,FY2025
GL-001000,2026-03-09,6500,Professional Services,CC-106,ServiceNow Inc,Professional Services — Engineering — Mar 2026,32343.62,Recurring,Q1 2026,FY2026
GL-001632,2026-02-03,6300,Software & Subscriptions,CC-162,Snowflake Computing,Software — IT — Feb 2026,11178.96,Recurring,Q1 2026,FY2026
GL-005383,2025-06-12,6600,Equipment & Hardware,CC-124,AWS Cloud Services,Equipment — Finance — Jun 2025,10117.04,Recurring,Q2 2025,FY2025
GL-001822,2026-02-03,6700,Training & Development,CC-134,Microsoft Azure,Training — HR — Feb 2026,2867.68,Recurring,Q1 2026,FY2026
GL-001917,2026-03-16,6110,Employee Benefits,CC-167,PwC Advisory,Benefits — Executive — Mar 2026,6471.28,Recurring,Q1 2026,FY2026
GL-002784,2026-05-06,6110,Employee Benefits,CC-127,Splunk Inc,Benefits — Finance — May 2026,2866.47,Recurring,Q2 2026,FY2026
GL-004431,2025-09-13,6100,Salaries & Wages,CC-137,ServiceNow Inc,Compensation — Legal — Sep 2025,11841.06,Recurring,Q3 2025,FY2025
GL-002070,2026-01-12,6400,Facilities & Occupancy,CC-166,McKinsey & Company,Facilities — Executive — Jan 2026,5536.94,Recurring,Q1 2026,FY2026
GL-000773,2025-07-04,6200,Travel & Entertainment,CC-142,Palo Alto Networks,Travel — Product — Jul 2025,4365.97,Recurring,Q3 2025,FY2025
GL-003642,2025-11-24,6200,Travel & Entertainment,CC-122,IDC Advisory,Travel — Finance — Nov 2025,2409.74,Recurring,Q4 2025,FY2025
GL-003554,2025-01-24,6200,Travel & Entertainment,CC-143,ServiceNow Inc,Travel — Product — Jan 2025,3888.45,Recurring,Q1 2025,FY2025
GL-003487,2025-10-19,6200,Travel & Entertainment,CC-122,WeWork Office,Travel — Finance — Oct 2025,2950.67,Recurring,Q4 2025,FY2025
GL-000250,2025-08-18,6600,Equipment & Hardware,CC-157,Palo Alto Networks,Equipment — IT — Aug 2025,1566.93,Recurring,Q3 2025,FY2025
GL-005233,2025-03-07,6200,Travel & Entertainment,CC-113,PwC Advisory,Travel — Sales — Mar 2025,4558.31,Recurring,Q1 2025,FY2025
GL-002835,2026-02-06,6500,Professional Services,CC-125,Zscaler Inc,Professional Services — Finance — Feb 2026,32987.39,Recurring,Q1 2026,FY2026
GL-000210,2025-10-30,6100,Salaries & Wages,CC-118,Marriott Hotels,Compensation — Marketing — Oct 2025,10248.0,Recurring,Q4 2025,FY2025
GL-005397,2025-08-25,6500,Professional Services,CC-111,Snowflake Computing,Professional Services — Sales — Aug 2025,18467.04,Recurring,Q3 2025,FY2025
GL-005417,2026-03-10,6700,Training & Development,CC-127,Workday Inc,Training — Finance — Mar 2026,2978.3,Recurring,Q1 2026,FY2026
GL-001998,2025-01-29,6700,Training & Development,CC-156,Willis Towers Watson,Training — IT — Jan 2025,1261.6,Recurring,Q1 2025,FY2025
GL-001384,2025-12-23,6600,Equipment & Hardware,CC-163,Cisco Systems,Equipment — Executive — Dec 2025,19402.76,Recurring,Q4 2025,FY2025
GL-000197,2025-01-06,6300,Software & Subscriptions,CC-126,Gartner Inc,Software — Finance — Jan 2025,3293.1,Recurring,Q1 2025,FY2025
GL-003071,2026-02-22,6400,Facilities & Occupancy,CC-123,PwC Advisory,Facilities — Finance — Feb 2026,5568.48,Recurring,Q1 2026,FY2026
GL-004226,2026-02-17,6700,Training & Development,CC-115,Workday Inc,Training — Marketing — Feb 2026,3630.59,Recurring,Q1 2026,FY2026
GL-005051,2025-01-27,6400,Facilities & Occupancy,CC-123,Forrester Research,Facilities — Finance — Jan 2025,2078.83,Recurring,Q1 2025,FY2025
GL-001406,2025-03-24,6700,Training & Development,CC-157,AWS Cloud Services,Training — IT — Mar 2025,2554.97,Recurring,Q1 2025,FY2025
GL-003802,2026-04-04,6200,Travel & Entertainment,CC-153,Deloitte Advisory,Travel — Operations — Apr 2026,4450.97,Recurring,Q2 2026,FY2026
GL-005629,2025-05-13,6700,Training & Development,CC-154,Robert Half,Training — Operations — May 2025,920.81,Recurring,Q2 2025,FY2025
GL-000126,2025-02-27,6300,Software & Subscriptions,CC-121,Perkins Coie LLP,Software — Finance — Feb 2025,7617.8,Recurring,Q1 2025,FY2025
GL-005262,2025-04-23,6700,Training & Development,CC-129,Palo Alto Networks,Training — HR — Apr 2025,3281.01,Recurring,Q2 2025,FY2025
GL-000555,2025-04-01,6700,Training & Development,CC-126,LinkedIn Talent,Training — Finance — Apr 2025,2444.72,Recurring,Q2 2025,FY2025
