budget_line_id,fiscal_month,fiscal_quarter,fiscal_year,department,cost_center_id,budget_category,budget_amount_usd,actual_amount_usd
BL-00932,2026-03,Q1 2026,FY2026,Finance,CC-125,Compensation,161845.56,157228.3
BL-00933,2026-03,Q1 2026,FY2026,Finance,CC-125,Benefits,32506.87,32146.84
BL-00934,2026-03,Q1 2026,FY2026,Finance,CC-125,Software,20470.21,20391.44
BL-00935,2026-03,Q1 2026,FY2026,Finance,CC-121,Professional Services,25459.79,26610.73
BL-00936,2026-03,Q1 2026,FY2026,Finance,CC-121,Training,8110.88,8085.71
BL-00937,2026-03,Q1 2026,FY2026,Finance,CC-123,Facilities,12261.81,12355.0
BL-00938,2026-03,Q1 2026,FY2026,HR,CC-129,Compensation,123917.87,120668.32
BL-00939,2026-03,Q1 2026,FY2026,HR,CC-128,Benefits,24673.77,24501.03
BL-00940,2026-03,Q1 2026,FY2026,HR,CC-130,Software,15211.67,15287.63
BL-00941,2026-03,Q1 2026,FY2026,HR,CC-132,Professional Services,18614.14,18299.33
BL-00942,2026-03,Q1 2026,FY2026,HR,CC-132,Training,10141.93,10121.0
BL-00943,2026-03,Q1 2026,FY2026,HR,CC-134,Facilities,10195.56,9864.31
BL-00944,2026-03,Q1 2026,FY2026,Legal,CC-137,Compensation,142656.78,146348.27
BL-00945,2026-03,Q1 2026,FY2026,Legal,CC-139,Benefits,28706.14,27708.85
BL-00946,2026-03,Q1 2026,FY2026,Legal,CC-141,Professional Services,35664.78,35589.06
BL-00947,2026-03,Q1 2026,FY2026,Legal,CC-138,Software,10104.99,10033.63
BL-00948,2026-03,Q1 2026,FY2026,Legal,CC-141,Travel,5137.56,5202.35
BL-00949,2026-03,Q1 2026,FY2026,Legal,CC-139,Facilities,8295.7,8539.05
BL-00950,2026-03,Q1 2026,FY2026,Product,CC-147,Compensation,256059.43,248269.25
BL-00951,2026-03,Q1 2026,FY2026,Product,CC-147,Benefits,51674.36,52007.42
BL-00952,2026-03,Q1 2026,FY2026,Product,CC-145,Software,40461.63,38889.42
BL-00953,2026-03,Q1 2026,FY2026,Product,CC-148,Travel,12181.38,11831.25
BL-00954,2026-03,Q1 2026,FY2026,Product,CC-148,Equipment,15321.09,14857.84
BL-00955,2026-03,Q1 2026,FY2026,Product,CC-142,Training,10304.22,11041.66
BL-00956,2026-03,Q1 2026,FY2026,Product,CC-145,Facilities,15235.85,15455.03
BL-00957,2026-03,Q1 2026,FY2026,Operations,CC-152,Compensation,183493.94,188387.91
BL-00958,2026-03,Q1 2026,FY2026,Operations,CC-153,Benefits,36901.97,38282.56
BL-00959,2026-03,Q1 2026,FY2026,Operations,CC-149,Equipment,25940.39,26825.87
BL-00960,2026-03,Q1 2026,FY2026,Operations,CC-153,Software,18561.12,17909.91
BL-00961,2026-03,Q1 2026,FY2026,Operations,CC-153,Travel,10162.2,9958.16
BL-00962,2026-03,Q1 2026,FY2026,Operations,CC-150,Professional Services,12255.66,12738.24
BL-00963,2026-03,Q1 2026,FY2026,Operations,CC-154,Facilities,18428.22,17748.19
BL-00964,2026-03,Q1 2026,FY2026,IT,CC-161,Compensation,206631.94,205021.51
BL-00965,2026-03,Q1 2026,FY2026,IT,CC-159,Benefits,41216.9,41537.38
BL-00966,2026-03,Q1 2026,FY2026,IT,CC-157,Software,55867.24,54627.82
BL-00967,2026-03,Q1 2026,FY2026,IT,CC-158,Equipment,35642.96,34878.55
BL-00968,2026-03,Q1 2026,FY2026,IT,CC-161,Facilities,30994.06,33107.42
BL-00969,2026-03,Q1 2026,FY2026,IT,CC-158,Professional Services,15243.28,15131.83
BL-00970,2026-03,Q1 2026,FY2026,IT,CC-162,Training,8214.52,8007.86
BL-00971,2026-03,Q1 2026,FY2026,Executive,CC-167,Compensation,154747.49,153322.0
BL-00972,2026-03,Q1 2026,FY2026,Executive,CC-166,Benefits,30641.72,31808.09
BL-00973,2026-03,Q1 2026,FY2026,Executive,CC-165,Travel,20691.03,21767.43
BL-00974,2026-03,Q1 2026,FY2026,Executive,CC-168,Professional Services,10112.62,9958.37
BL-00975,2026-03,Q1 2026,FY2026,Executive,CC-168,Facilities,8098.97,8414.21
BL-00976,2026-04,Q2 2026,FY2026,Engineering,CC-101,Compensation,430236.4,421571.92
BL-00977,2026-04,Q2 2026,FY2026,Engineering,CC-102,Benefits,86926.44,86482.8
BL-00978,2026-04,Q2 2026,FY2026,Engineering,CC-104,Software,65917.68,68436.39
BL-00979,2026-04,Q2 2026,FY2026,Engineering,CC-104,Equipment,30966.8,30986.98
BL-00980,2026-04,Q2 2026,FY2026,Engineering,CC-101,Travel,15251.55,15398.91
BL-00981,2026-04,Q2 2026,FY2026,Engineering,CC-100,Training,12138.9,11643.77
BL-00982,2026-04,Q2 2026,FY2026,Engineering,CC-101,Facilities,25760.89,26397.53
BL-00983,2026-04,Q2 2026,FY2026,Sales,CC-110,Compensation,383859.07,358680.27
BL-00984,2026-04,Q2 2026,FY2026,Sales,CC-110,Benefits,78248.6,76568.32
BL-00985,2026-04,Q2 2026,FY2026,Sales,CC-109,Travel,46094.56,47207.57
BL-00986,2026-04,Q2 2026,FY2026,Sales,CC-107,Software,25464.06,27334.64
BL-00987,2026-04,Q2 2026,FY2026,Sales,CC-111,Training,18670.29,19289.53
BL-00988,2026-04,Q2 2026,FY2026,Sales,CC-113,Professional Services,15482.41,15805.86
BL-00989,2026-04,Q2 2026,FY2026,Sales,CC-113,Equipment,10381.0,10546.2
BL-00990,2026-04,Q2 2026,FY2026,Marketing,CC-114,Compensation,213207.47,211149.6
BL-00991,2026-04,Q2 2026,FY2026,Marketing,CC-119,Benefits,43676.44,42453.86
BL-00992,2026-04,Q2 2026,FY2026,Marketing,CC-116,Software,36360.24,37129.48
BL-00993,2026-04,Q2 2026,FY2026,Marketing,CC-114,Travel,25907.56,26912.8
BL-00994,2026-04,Q2 2026,FY2026,Marketing,CC-116,Professional Services,41514.15,41608.04
BL-00995,2026-04,Q2 2026,FY2026,Marketing,CC-117,Training,10185.37,10567.03
BL-00996,2026-04,Q2 2026,FY2026,Marketing,CC-115,Facilities,15550.17,15510.2
BL-00997,2026-04,Q2 2026,FY2026,Finance,CC-121,Compensation,165685.09,162497.22
BL-00998,2026-04,Q2 2026,FY2026,Finance,CC-126,Benefits,32637.46,32765.36
BL-00999,2026-04,Q2 2026,FY2026,Finance,CC-126,Software,20475.35,20457.36
BL-01000,2026-04,Q2 2026,FY2026,Finance,CC-123,Professional Services,25502.83,25993.46
BL-01001,2026-04,Q2 2026,FY2026,Finance,CC-127,Training,8216.27,8223.27
BL-01002,2026-04,Q2 2026,FY2026,Finance,CC-124,Facilities,12349.94,12120.01
BL-01003,2026-04,Q2 2026,FY2026,HR,CC-133,Compensation,124177.16,122597.54
BL-01004,2026-04,Q2 2026,FY2026,HR,CC-129,Benefits,24308.68,24278.9
BL-01005,2026-04,Q2 2026,FY2026,HR,CC-131,Software,15364.85,15414.49
BL-01006,2026-04,Q2 2026,FY2026,HR,CC-134,Professional Services,18307.18,18281.95
BL-01007,2026-04,Q2 2026,FY2026,HR,CC-132,Training,10180.1,9986.48
BL-01008,2026-04,Q2 2026,FY2026,HR,CC-133,Facilities,10103.43,10454.93
BL-01009,2026-04,Q2 2026,FY2026,Legal,CC-138,Compensation,142910.12,143457.22
BL-01010,2026-04,Q2 2026,FY2026,Legal,CC-138,Benefits,28537.72,29804.0
BL-01011,2026-04,Q2 2026,FY2026,Legal,CC-141,Professional Services,36070.38,38074.7
BL-01012,2026-04,Q2 2026,FY2026,Legal,CC-135,Software,10193.29,9896.15
BL-01013,2026-04,Q2 2026,FY2026,Legal,CC-136,Travel,5145.81,5283.42
BL-01014,2026-04,Q2 2026,FY2026,Legal,CC-136,Facilities,8132.59,8047.49
BL-01015,2026-04,Q2 2026,FY2026,Product,CC-144,Compensation,256086.36,233966.31
BL-01016,2026-04,Q2 2026,FY2026,Product,CC-146,Benefits,51123.77,52407.36
BL-01017,2026-04,Q2 2026,FY2026,Product,CC-148,Software,41495.36,41598.79
BL-01018,2026-04,Q2 2026,FY2026,Product,CC-143,Travel,12198.63,11540.71
BL-01019,2026-04,Q2 2026,FY2026,Product,CC-146,Equipment,15456.15,14783.67
BL-01020,2026-04,Q2 2026,FY2026,Product,CC-147,Training,10234.02,9928.07
BL-01021,2026-04,Q2 2026,FY2026,Product,CC-148,Facilities,15312.8,15507.31
BL-01022,2026-04,Q2 2026,FY2026,Operations,CC-153,Compensation,184757.31,183413.7
BL-01023,2026-04,Q2 2026,FY2026,Operations,CC-155,Benefits,36578.33,35937.72
BL-01024,2026-04,Q2 2026,FY2026,Operations,CC-149,Equipment,25640.26,25534.95
BL-01025,2026-04,Q2 2026,FY2026,Operations,CC-153,Software,18547.36,18414.33
BL-01026,2026-04,Q2 2026,FY2026,Operations,CC-149,Travel,10233.64,9885.63
BL-01027,2026-04,Q2 2026,FY2026,Operations,CC-149,Professional Services,12283.24,11877.54
BL-01028,2026-04,Q2 2026,FY2026,Operations,CC-154,Facilities,18481.75,18430.82
BL-01029,2026-04,Q2 2026,FY2026,IT,CC-162,Compensation,206841.49,205800.37
BL-01030,2026-04,Q2 2026,FY2026,IT,CC-157,Benefits,40403.62,39203.67
BL-01031,2026-04,Q2 2026,FY2026,IT,CC-156,Software,56504.21,57999.6
BL-01032,2026-04,Q2 2026,FY2026,IT,CC-156,Equipment,35918.22,36196.27
BL-01033,2026-04,Q2 2026,FY2026,IT,CC-156,Facilities,31141.12,33116.49
BL-01034,2026-04,Q2 2026,FY2026,IT,CC-157,Professional Services,15279.19,15727.99
BL-01035,2026-04,Q2 2026,FY2026,IT,CC-161,Training,8264.55,8332.7
BL-01036,2026-04,Q2 2026,FY2026,Executive,CC-165,Compensation,155837.02,142958.46
BL-01037,2026-04,Q2 2026,FY2026,Executive,CC-166,Benefits,31193.57,29796.58
BL-01038,2026-04,Q2 2026,FY2026,Executive,CC-168,Travel,20425.39,21257.95
BL-01039,2026-04,Q2 2026,FY2026,Executive,CC-169,Professional Services,10389.24,10506.65
BL-01040,2026-04,Q2 2026,FY2026,Executive,CC-164,Facilities,8163.46,8070.69
BL-01041,2026-05,Q2 2026,FY2026,Engineering,CC-101,Compensation,436709.87,431358.11
BL-01042,2026-05,Q2 2026,FY2026,Engineering,CC-106,Benefits,86943.75,87791.23
BL-01043,2026-05,Q2 2026,FY2026,Engineering,CC-104,Software,65694.33,64812.0
BL-01044,2026-05,Q2 2026,FY2026,Engineering,CC-103,Equipment,30681.72,31995.81
BL-01045,2026-05,Q2 2026,FY2026,Engineering,CC-102,Travel,15520.51,15527.22
BL-01046,2026-05,Q2 2026,FY2026,Engineering,CC-105,Training,12187.85,12524.87
BL-01047,2026-05,Q2 2026,FY2026,Engineering,CC-104,Facilities,25824.12,26939.16
BL-01048,2026-05,Q2 2026,FY2026,Sales,CC-107,Compensation,392533.01,396011.58
BL-01049,2026-05,Q2 2026,FY2026,Sales,CC-110,Benefits,77308.72,80148.33
BL-01050,2026-05,Q2 2026,FY2026,Sales,CC-112,Travel,46257.01,47021.48
BL-01051,2026-05,Q2 2026,FY2026,Sales,CC-110,Software,25904.16,25911.89
BL-01052,2026-05,Q2 2026,FY2026,Sales,CC-108,Training,18306.54,18471.66
BL-01053,2026-05,Q2 2026,FY2026,Sales,CC-109,Professional Services,15489.47,15531.1
BL-01054,2026-05,Q2 2026,FY2026,Sales,CC-112,Equipment,10170.25,10004.83
BL-01055,2026-05,Q2 2026,FY2026,Marketing,CC-120,Compensation,215729.5,205885.68
BL-01056,2026-05,Q2 2026,FY2026,Marketing,CC-116,Benefits,42824.04,41789.8
BL-01057,2026-05,Q2 2026,FY2026,Marketing,CC-117,Software,36270.07,37585.41
BL-01058,2026-05,Q2 2026,FY2026,Marketing,CC-114,Travel,25475.38,25392.12
BL-01059,2026-05,Q2 2026,FY2026,Marketing,CC-115,Professional Services,41068.06,39383.58
BL-01060,2026-05,Q2 2026,FY2026,Marketing,CC-117,Training,10287.8,10013.76
BL-01061,2026-05,Q2 2026,FY2026,Marketing,CC-119,Facilities,15400.13,15806.4
BL-01062,2026-05,Q2 2026,FY2026,Finance,CC-127,Compensation,164822.44,166141.71
BL-01063,2026-05,Q2 2026,FY2026,Finance,CC-123,Benefits,32823.48,32489.61
BL-01064,2026-05,Q2 2026,FY2026,Finance,CC-127,Software,20425.88,19833.54
BL-01065,2026-05,Q2 2026,FY2026,Finance,CC-127,Professional Services,25653.45,25684.64
BL-01066,2026-05,Q2 2026,FY2026,Finance,CC-127,Training,8249.82,8426.4
BL-01067,2026-05,Q2 2026,FY2026,Finance,CC-124,Facilities,12286.69,12642.31
BL-01068,2026-05,Q2 2026,FY2026,HR,CC-129,Compensation,123206.23,124556.91
BL-01069,2026-05,Q2 2026,FY2026,HR,CC-128,Benefits,24519.66,24498.99
BL-01070,2026-05,Q2 2026,FY2026,HR,CC-134,Software,15565.0,15982.9
BL-01071,2026-05,Q2 2026,FY2026,HR,CC-128,Professional Services,18380.38,17369.24
BL-01072,2026-05,Q2 2026,FY2026,HR,CC-133,Training,10180.54,10053.0
BL-01073,2026-05,Q2 2026,FY2026,HR,CC-134,Facilities,10281.49,10397.72
BL-01074,2026-05,Q2 2026,FY2026,Legal,CC-140,Compensation,144599.12,145013.88
BL-01075,2026-05,Q2 2026,FY2026,Legal,CC-137,Benefits,28844.02,28965.91
BL-01076,2026-05,Q2 2026,FY2026,Legal,CC-135,Professional Services,35668.35,36385.2
BL-01077,2026-05,Q2 2026,FY2026,Legal,CC-140,Software,10163.54,10348.1
BL-01078,2026-05,Q2 2026,FY2026,Legal,CC-138,Travel,5199.94,5438.52
BL-01079,2026-05,Q2 2026,FY2026,Legal,CC-138,Facilities,8299.47,8169.34
BL-01080,2026-05,Q2 2026,FY2026,Product,CC-146,Compensation,259363.45,247927.62
BL-01081,2026-05,Q2 2026,FY2026,Product,CC-147,Benefits,50982.42,50628.98
BL-01082,2026-05,Q2 2026,FY2026,Product,CC-144,Software,40831.11,42174.22
BL-01083,2026-05,Q2 2026,FY2026,Product,CC-148,Travel,12249.47,12554.47
BL-01084,2026-05,Q2 2026,FY2026,Product,CC-145,Equipment,15591.59,15239.73
BL-01085,2026-05,Q2 2026,FY2026,Product,CC-144,Training,10328.49,10239.31
BL-01086,2026-05,Q2 2026,FY2026,Product,CC-146,Facilities,15336.27,15616.61
BL-01087,2026-05,Q2 2026,FY2026,Operations,CC-153,Compensation,186466.06,186410.48
BL-01088,2026-05,Q2 2026,FY2026,Operations,CC-153,Benefits,37369.54,37167.1
BL-01089,2026-05,Q2 2026,FY2026,Operations,CC-150,Equipment,25790.01,25646.76
BL-01090,2026-05,Q2 2026,FY2026,Operations,CC-155,Software,18385.11,18735.04
BL-01091,2026-05,Q2 2026,FY2026,Operations,CC-151,Travel,10173.72,9478.84
BL-01092,2026-05,Q2 2026,FY2026,Operations,CC-155,Professional Services,12212.64,11937.88
BL-01093,2026-05,Q2 2026,FY2026,Operations,CC-152,Facilities,18443.86,18293.75
BL-01094,2026-05,Q2 2026,FY2026,IT,CC-162,Compensation,203009.4,193156.26
BL-01095,2026-05,Q2 2026,FY2026,IT,CC-157,Benefits,40822.61,41804.7
BL-01096,2026-05,Q2 2026,FY2026,IT,CC-160,Software,57062.88,58721.43
BL-01097,2026-05,Q2 2026,FY2026,IT,CC-162,Equipment,36389.84,37672.21
BL-01098,2026-05,Q2 2026,FY2026,IT,CC-162,Facilities,31062.03,30760.63
BL-01099,2026-05,Q2 2026,FY2026,IT,CC-162,Professional Services,15450.7,15493.7
BL-01100,2026-05,Q2 2026,FY2026,IT,CC-156,Training,8231.37,7977.75
BL-01101,2026-05,Q2 2026,FY2026,Executive,CC-165,Compensation,154682.26,160182.17
BL-01102,2026-05,Q2 2026,FY2026,Executive,CC-168,Benefits,30354.41,30416.46
BL-01103,2026-05,Q2 2026,FY2026,Executive,CC-166,Travel,20600.05,20071.92
BL-01104,2026-05,Q2 2026,FY2026,Executive,CC-167,Professional Services,10104.72,9871.89
BL-01105,2026-05,Q2 2026,FY2026,Executive,CC-165,Facilities,8212.39,8514.06
BL-01106,2025-01,Q1 2025,FY2025,,CC-900,Facilities,23036.07,22544.69
BL-01107,2025-01,Q1 2025,FY2025,,CC-902,Facilities,22533.24,22979.08
BL-01108,2025-01,Q1 2025,FY2025,,CC-905,Facilities,21458.6,22402.16
BL-01109,2025-01,Q1 2025,FY2025,,CC-901,Professional Services,0.0,23360.98
BL-01110,2025-02,Q1 2025,FY2025,,CC-900,Facilities,22865.78,22273.49
BL-01111,2025-02,Q1 2025,FY2025,,CC-902,Facilities,24296.71,23695.17
BL-01112,2025-02,Q1 2025,FY2025,,CC-905,Facilities,20316.62,20915.83
BL-01113,2025-02,Q1 2025,FY2025,,CC-901,Professional Services,0.0,24185.96
BL-01114,2025-03,Q1 2025,FY2025,,CC-900,Facilities,21884.97,21322.98
BL-01115,2025-03,Q1 2025,FY2025,,CC-902,Facilities,25458.54,24949.31
BL-01116,2025-03,Q1 2025,FY2025,,CC-905,Facilities,27420.93,26270.94
BL-01117,2025-03,Q1 2025,FY2025,,CC-901,Professional Services,0.0,0
BL-01118,2025-04,Q2 2025,FY2025,,CC-900,Facilities,24748.42,23589.41
BL-01119,2025-04,Q2 2025,FY2025,,CC-902,Facilities,21079.17,20820.26
BL-01120,2025-04,Q2 2025,FY2025,,CC-905,Facilities,22140.08,22442.84
BL-01121,2025-04,Q2 2025,FY2025,,CC-901,Professional Services,0.0,0
BL-01122,2025-05,Q2 2025,FY2025,,CC-900,Facilities,16240.29,16801.12
BL-01123,2025-05,Q2 2025,FY2025,,CC-902,Facilities,24673.61,24257.29
BL-01124,2025-05,Q2 2025,FY2025,,CC-905,Facilities,29659.94,31065.34
BL-01125,2025-05,Q2 2025,FY2025,,CC-901,Professional Services,0.0,0
BL-01126,2025-06,Q2 2025,FY2025,,CC-900,Facilities,28787.28,28009.35
BL-01127,2025-06,Q2 2025,FY2025,,CC-902,Facilities,28519.09,29067.48
BL-01128,2025-06,Q2 2025,FY2025,,CC-905,Facilities,23501.76,22963.8
BL-01129,2025-06,Q2 2025,FY2025,,CC-901,Professional Services,0.0,0
BL-01130,2025-07,Q3 2025,FY2025,,CC-900,Facilities,25266.43,24711.51
BL-01131,2025-07,Q3 2025,FY2025,,CC-902,Facilities,23145.46,23511.41
BL-01132,2025-07,Q3 2025,FY2025,,CC-905,Facilities,17690.32,18310.24
BL-01133,2025-07,Q3 2025,FY2025,,CC-901,Professional Services,0.0,480782.9
BL-01134,2025-08,Q3 2025,FY2025,,CC-900,Facilities,18107.37,17463.1
BL-01135,2025-08,Q3 2025,FY2025,,CC-902,Facilities,27310.36,28186.76
BL-01136,2025-08,Q3 2025,FY2025,,CC-905,Facilities,28933.12,28352.37
BL-01137,2025-08,Q3 2025,FY2025,,CC-901,Professional Services,0.0,508197.91
BL-01138,2025-09,Q3 2025,FY2025,,CC-900,Facilities,23500.44,24321.64
BL-01139,2025-09,Q3 2025,FY2025,,CC-902,Facilities,25155.52,25257.56
BL-01140,2025-09,Q3 2025,FY2025,,CC-905,Facilities,20757.69,21255.35
BL-01141,2025-09,Q3 2025,FY2025,,CC-901,Professional Services,0.0,519524.9
BL-01142,2025-10,Q4 2025,FY2025,,CC-900,Facilities,25339.66,24271.41
BL-01143,2025-10,Q4 2025,FY2025,,CC-902,Facilities,26181.85,25778.28
BL-01144,2025-10,Q4 2025,FY2025,,CC-905,Facilities,16465.29,16024.25
BL-01145,2025-10,Q4 2025,FY2025,,CC-901,Professional Services,0.0,17103.37
BL-01146,2025-11,Q4 2025,FY2025,,CC-900,Facilities,24207.98,24439.43
BL-01147,2025-11,Q4 2025,FY2025,,CC-902,Facilities,29533.81,29021.03
BL-01148,2025-11,Q4 2025,FY2025,,CC-905,Facilities,24511.84,25206.87
BL-01149,2025-11,Q4 2025,FY2025,,CC-901,Professional Services,0.0,0
BL-01150,2025-12,Q4 2025,FY2025,,CC-900,Facilities,18422.08,18519.78
BL-01151,2025-12,Q4 2025,FY2025,,CC-902,Facilities,20631.4,19983.04
BL-01152,2025-12,Q4 2025,FY2025,,CC-905,Facilities,23788.13,23502.84
BL-01153,2025-12,Q4 2025,FY2025,,CC-901,Professional Services,0.0,0
BL-01154,2026-01,Q1 2026,FY2026,,CC-900,Facilities,19430.69,18938.03
BL-01155,2026-01,Q1 2026,FY2026,,CC-902,Facilities,16102.6,15728.97
BL-01156,2026-01,Q1 2026,FY2026,,CC-905,Facilities,20700.0,21287.65
BL-01157,2026-01,Q1 2026,FY2026,,CC-901,Professional Services,0.0,12792.44
BL-01158,2026-02,Q1 2026,FY2026,,CC-900,Facilities,20410.5,19576.78
BL-01159,2026-02,Q1 2026,FY2026,,CC-902,Facilities,29144.4,28983.34
BL-01160,2026-02,Q1 2026,FY2026,,CC-905,Facilities,26420.2,25369.28
BL-01161,2026-02,Q1 2026,FY2026,,CC-901,Professional Services,0.0,13619.59
BL-01162,2026-03,Q1 2026,FY2026,,CC-900,Facilities,23354.78,23383.83
BL-01163,2026-03,Q1 2026,FY2026,,CC-902,Facilities,16549.39,15870.24
BL-01164,2026-03,Q1 2026,FY2026,,CC-905,Facilities,23313.3,23539.26
BL-01165,2026-03,Q1 2026,FY2026,,CC-901,Professional Services,0.0,0
BL-01166,2026-04,Q2 2026,FY2026,,CC-900,Facilities,27955.77,26592.48
BL-01167,2026-04,Q2 2026,FY2026,,CC-902,Facilities,21207.15,21799.19
BL-01168,2026-04,Q2 2026,FY2026,,CC-905,Facilities,25872.66,26026.69
BL-01169,2026-04,Q2 2026,FY2026,,CC-901,Professional Services,0.0,0
BL-01170,2026-05,Q2 2026,FY2026,,CC-900,Facilities,18641.14,18680.48
BL-01171,2026-05,Q2 2026,FY2026,,CC-902,Facilities,25279.74,24444.25
BL-01172,2026-05,Q2 2026,FY2026,,CC-905,Facilities,19033.78,18592.97
BL-01173,2026-05,Q2 2026,FY2026,,CC-901,Professional Services,0.0,8344.15
